stock,Comment,Date ,Closing Price
DRCSYSTEMS.NS,Fresh sell,2023-12-13,42.70000076293945
DOLLAR.NS,Fresh sell,2023-12-13,427.0499877929688
GRWRHITECH.NS,Fresh sell,2023-12-13,1381.1500244140625
GTPL.NS,Fresh sell,2023-12-13,170.8000030517578
GUJAPOLLO.NS,Fresh sell,2023-12-13,218.3500061035156
HCG.NS,Fresh sell,2023-12-13,360.0
HERANBA.NS,Fresh sell,2023-12-13,354.75
IFBAGRO.NS,Fresh sell,2023-12-13,473.3500061035156
INDIGOPNTS.NS,Fresh sell,2023-12-13,1465.449951171875
KMSUGAR.NS,Fresh sell,2023-12-13,30.89999961853028
KSL.NS,Fresh sell,2023-12-13,462.75
MANALIPETC.NS,Fresh sell,2023-12-13,66.75
NACLIND.NS,Fresh sell,2023-12-13,73.19999694824219
PIIND.NS,Fresh sell,2023-12-13,3426.85009765625
PODDARMENT.NS,Fresh sell,2023-12-13,352.29998779296875
POKARNA.NS,Fresh sell,2023-12-13,498.1499938964844
PRAJIND.NS,Fresh sell,2023-12-13,544.2999877929688
SIYSIL.NS,Fresh sell,2023-12-13,536.0499877929688
SMSPHARMA.NS,Fresh sell,2023-12-13,118.3000030517578
STLTECH.NS,Fresh sell,2023-12-13,144.1999969482422
UNIPARTS.NS,Fresh sell,2023-12-13,548.0499877929688
VGUARD.NS,Fresh sell,2023-12-13,293.79998779296875
VIDHIING.NS,Fresh sell,2023-12-13,420.0
ZYDUSWELL.NS,Fresh sell,2023-12-13,1530.449951171875
AVANTIFEED.NS,Fresh sell,2023-12-14,396.3999938964844
BALAXI.NS,Fresh sell,2023-12-14,415.7000122070313
DEEPINDS.NS,Fresh sell,2023-12-14,250.4499969482422
DPWIRES.NS,Fresh sell,2023-12-14,591.2999877929688
FILATEX.NS,Fresh sell,2023-12-14,48.09999847412109
GENUSPAPER.NS,Fresh sell,2023-12-14,19.64999961853028
GODFRYPHLP.NS,Fresh sell,2023-12-14,2087.75
ICICIPRULI.NS,Fresh sell,2023-12-14,532.3499755859375
JAGSNPHARM.NS,Fresh sell,2023-12-14,394.7000122070313
MANAKSIA.NS,Fresh sell,2023-12-14,132.9499969482422
NAHARPOLY.NS,Fresh sell,2023-12-14,225.1499938964844
OSWALSEEDS.NS,Fresh sell,2023-12-14,62.84999847412109
STEELCAS.NS,Fresh sell,2023-12-14,600.7999877929688
SPECIALITY.NS,Fresh sell,2023-12-14,182.6999969482422
STYLAMIND.NS,Fresh sell,2023-12-14,1740.949951171875
TRIVENI.NS,Fresh sell,2023-12-14,338.1499938964844
